,BUL_storage_af,BUL_outflow_cfs,BUL_inflow_cfs,DNP_storage_af,DNP_outflow_cfs,DNP_inflow_cfs,FOL_storage_af,FOL_outflow_cfs,FOL_inflow_cfs,EXC_storage_af,EXC_outflow_cfs,EXC_inflow_cfs,MIL_storage_af,MIL_outflow_cfs,MIL_inflow_cfs,NML_storage_af,NML_outflow_cfs,NML_inflow_cfs,ORO_storage_af,ORO_outflow_cfs,ORO_inflow_cfs,SHA_storage_af,SHA_outflow_cfs,SHA_inflow_cfs,HRO_pumping_cfs,TRP_pumping_cfs,delta_outflow_cfs,CX2_CX2_km,total_inflow_cfs,delta_inflow_cfs,total_delta_pumping_cfs,total_delta_pumping_pct,total_reservoir_outflows_cfs,delta_gains_cfs,total_storage
161,726907.0,1700.0,3366.0,1624829.0,2049.0,2124.0,554848.0,3254.0,4803.0,630495.0,1067.0,916.0,338815.0,617.0,1934.0,1666490.0,982.0,1459.0,2510051.0,1941.0,6552.0,3562128.0,3938.0,10042.0,2941.0,3431.0,24717.0,69.89,172834.0,30024.0,6348.0,0.15275001281459838,16954.0,15745.0,11465579.0
162,727985.0,1594.0,3620.0,1622645.0,2079.0,2473.0,556878.0,3618.0,4560.0,631032.0,1054.0,900.0,344832.0,787.0,1666.0,1672837.0,784.0,1471.0,2510051.0,2484.0,6174.0,3566458.0,4214.0,10189.0,2632.0,3425.0,23997.0,70.05,167493.0,32420.0,6307.0,0.17577789238439057,17616.0,14576.0,11494347.0
163,729862.0,1445.0,4083.0,1620464.0,2330.0,3114.0,556878.0,3441.0,4752.0,631717.0,966.0,1401.0,350094.0,790.0,2432.0,1679204.0,902.0,1526.0,2508558.0,2192.0,7318.0,3562384.0,3919.0,9958.0,2555.0,3428.0,23997.0,72.69,171624.0,32381.0,5911.0,0.20464721321599505,17795.0,14204.0,11522490.0
164,729645.0,2371.0,4008.0,1619374.0,2037.0,2786.0,567674.0,3574.0,4719.0,632499.0,1082.0,1341.0,352172.0,793.0,1818.0,1685186.0,859.0,1514.0,2519738.0,2142.0,7113.0,3582246.0,4185.0,10792.0,2816.0,3337.0,22539.0,73.09,157383.0,28216.0,5702.0,0.18868940754039498,17300.0,13056.0,11550948.0
165,730124.0,2605.0,4207.0,1618284.0,2230.0,3456.0,571012.0,3515.0,5067.0,631941.0,1124.0,1328.0,353467.0,834.0,2268.0,1692977.0,1131.0,1672.0,2599743.0,2470.0,8857.0,3603733.0,4460.0,12533.0,2440.0,3334.0,21993.0,72.98,216143.0,28872.0,5918.0,0.20210113232228263,18781.0,10898.0,11573161.0
166,734063.0,2981.0,4738.0,1620464.0,2036.0,2947.0,567930.0,3250.0,5618.0,631521.0,1036.0,1482.0,356178.0,805.0,1720.0,1699090.0,1306.0,1934.0,2655602.0,2478.0,8537.0,3620678.0,4075.0,12390.0,2918.0,2828.0,21568.0,73.41,237054.0,29163.0,6667.0,0.22861159688646573,17881.0,13685.0,11596296.0
167,737070.0,2970.0,4354.0,1629203.0,1980.0,3358.0,561360.0,3069.0,6246.0,631400.0,1049.0,1497.0,358388.0,926.0,2227.0,1705415.0,1146.0,2038.0,2678915.0,2337.0,9526.0,3636371.0,3293.0,11956.0,2740.0,3345.0,23756.0,73.22,204512.0,30907.0,6685.0,0.2186023377269336,17655.0,12194.0,11636808.0
168,739238.0,2475.0,4336.0,1633586.0,1996.0,3090.0,563579.0,3089.0,5302.0,631400.0,984.0,1469.0,359654.0,1131.0,2222.0,1711750.0,1075.0,1616.0,2710710.0,1859.0,8932.0,3652396.0,3592.0,11831.0,2878.0,3350.0,28355.0,71.13,179901.0,31543.0,6770.0,0.2207345382192008,18430.0,9124.0,11649483.0
169,740645.0,2131.0,4146.0,1635781.0,2240.0,3337.0,569296.0,3256.0,5176.0,632138.0,893.0,1337.0,360564.0,1279.0,1975.0,1719117.0,1330.0,1851.0,2695432.0,2986.0,8289.0,3667156.0,4401.0,11396.0,3247.0,3438.0,28112.0,69.05,179260.0,34651.0,6539.0,0.20497596833474696,18005.0,9938.0,11651189.0
170,742545.0,2136.0,4417.0,1636880.0,2443.0,3514.0,574110.0,3238.0,5776.0,632582.0,834.0,1539.0,361797.0,1191.0,2328.0,1725689.0,1350.0,1875.0,2699996.0,1882.0,8752.0,3683000.0,3850.0,13065.0,2910.0,3417.0,26868.0,69.84,189041.0,34008.0,6936.0,0.20995059985885675,17512.0,11628.0,11684281.0
171,743842.0,2142.0,4305.0,1637978.0,2119.0,4221.0,578760.0,3732.0,5783.0,633283.0,850.0,1906.0,363748.0,1263.0,2121.0,1737863.0,1073.0,1853.0,2708356.0,1304.0,9205.0,3697595.0,3707.0,11750.0,2751.0,3446.0,24380.0,70.69,216989.0,33462.0,6893.0,0.22566472236951746,20683.0,12078.0,11716966.0
172,745424.0,2313.0,4092.0,1637978.0,2595.0,2519.0,582926.0,3749.0,5267.0,635149.0,1022.0,1517.0,367509.0,1492.0,2492.0,1750495.0,1104.0,2016.0,2737232.0,1501.0,9019.0,3713256.0,3343.0,12033.0,3079.0,3411.0,25021.0,71.85,186009.0,31764.0,6262.0,0.22987731897067623,19772.0,11792.0,11976654.0
